,0
0,"*This is from the international version of Fire Emblem Echoes: Shadows of Valentia.
"
1,"Flostym 402 V.C.
"
2,"Alm: ""Once upon a time, there was a god named Duma and a goddess named Mila who fought each other bitterly for an age."""
3,"Celica: Hey, why did Mila and Duma have to fight so much? Couldn't they just say they were sorry?"
4,"Alm: Let’s promise we'll never end up like that, okay?"
5,"Celica: Yeah, nothing will ever come between us."
6,"Alm: Gods, no…"
7,"Alm: Don't leave me, Celica... You can’t!"
8,"Alm: Celica? Celica! Say something, please!"
9,Alm: CELICAAA!
10,Faye: …Alm? …Alm! *sigh* Where did he go this time?
11,"Gray: What's the matter, Faye? Don't tell me you’re after him again?"
12,"Faye: Oh! Hey, Gray. Say, have you seen Alm? I can't find him anywhere."
13,Kliff: Alm? Don’t waste your time looking for that guy.
14,"Faye: Kliff! …Wait, why not?"
15,Kliff: He and Celica went off for a stroll in the woods. I saw them leave.
16,Faye: He's with Celica? …Again?
17,"Gray: Exactly. Again?! I mean, Celica JUST moved to Ram Village, right? *sigh* Nice to know we're so easily replaced."
18,Faye: H-he's not replacing us. Celica's his cousin. Of course they’re gonna be close.
19,"Kliff: Uh, I hate to break it to you, Faye…"
20,Faye: Huh?
21,Kliff: Sir Mycen only has one grandkid. And that's Alm. Celica is his ward. Mother told me. They’re not related by blood.
22,"Gray: Kliff's ma, spoutin' gossip? *gasp* I don’t believe it! Still, I like where this story is going. Celica and her dark, unspeakable past…"
23,"Faye: Stop that, would you? So does this mean… I mean… Is Alm gonna marry her someday?"
24,Gray: Wha— Marry her?! Are we having the same conversation?
25,"Tobin: Ha ha! Ah, there you are! You guys'll never believe this!"
26,"Gray: Hey, Tobin. Believe what?"
27,"Tobin: Somebody saw a knight in the woods! A real knight! From the castle! Come on, let's go check it out!"
28,"Gray: What? Why would a knight come here? Big fan of manure or something? I'm not missing this! He could be the last knight we see for months…or years! Kliff, Faye! You coming?"
29,Faye: Yeah!
30,"Kliff: Huh? H-hey, wait up!"
31,Celica: Alm! Over here! Come look at this!
32,"Alm: What is it, Celica? You find something?"
33,"Celica: I made a wreath out of these flowers. Here, put it on!"
34,Alm: Wh-what? No!
35,Celica: Why not? I think it'd make you look very handsome.
36,"Alm: I think you mean ""very stupid."" Boys don’t wear wreaths."
37,Celica: Don't call it stupid! It took me a long time to make this. Fine then. Maybe I’ll just give it to Grandpapa instead.
38,"Alm: You're kidding, right?"
39,Celica: Grandpapa knows a manly wreath when he sees one…unlike SOME boys. Ha ha.
40,Alm: Har har. Very funny.
41,Celica: You're picturing him wearing it. Ha ha! Admit it!
42,Alm: …Heh heh.
43,"Celica: There’s the smile I was looking for. …Huh? What, is something wrong?"
44,"Alm: No, I just… I'm glad you’ve cheered up, is all. When you first came to the village, you always wore such a dark expression… Plus, you never spoke a word! Grandpapa told me to be nice, but I wasn't sure how to make things better."
45,"Celica: Well, I think you did just fine. Each story that you told me, each flower you picked for me, each walk you took with me here in the woods— that all made a difference, Alm."
46,"Alm: Come on, I didn’t do anything special."
47,Celica: Or maybe you did. I'm sorry that my first words to you were so unkind.
48,"Alm: Are you talking about when you called me a ""boor,"" or a ""clod""?"
49,"Celica: Hey, I said I’m sorry! I've just never had any friends my age. So I guess I wasn't used to boys like you."
50,"Alm: Well, I'd never met a girl like you, either. Don’t let it get to you."
51,"Celica: Say, Alm? Why are you so nice to me?"
52,"Alm: …Why? Do I need a reason? I mean, I guess it's because I never knew my parents, I have no siblings… and Grandpapa has always forbid me from setting foot outside the village. You're like a window to a world that I’ve never had the chance to know. Is that a good enough reason, or… …Oh, hey!"
53,Celica: What is it?
54,Alm: See this? We have the same mark.
55,"Celica: Um, yes? Except yours is on your left hand and mine is on my right…"
56,"Alm: Well, that makes us close! Er, doesn’t it?"
57,"Celica: Ha ha! I suppose it does, in a strange sort of way. I wonder why the marks are so similar."
58,"Alm: It's because they’re special. They prove that the two of us belong together. Always. That is, if you're not already tired of a clod like me making you laugh."
59,Celica: Of course not! So…do you mean it? We'll always be together?
60,Alm: Yes. I promise. Isn't that what you want?
61,"Celica: Yes, of course! You have my word, I'll never lea—"
62,Faye: [offscreen] Eeeeeek!
63,Alm: Huh? That was Faye!
64,Celica: Is she in trouble?
65,Alm: It came from beyond those trees. Come on!
66,Faye: Stop it! Let me go!
67,"Soldier: Heh… Looks like our luck's picked up, eh, Sir Slayde? After days of the same old trees, such cherubic faces are welcome indeed! After all, where little brats play… we’ll find a village, I say."
68,"Slayde: Listen well, you whelps. My men and I, loyal knights in service to His Majesty King Lima IV— may the powers bless him and his name until the end of days— hereby command you to lead us to your miserable line of hovels, where you shall have the honor of dining us and otherwise providing all comforts. It shall be an evening to remember. So lead on! And make haste, now."
69,"Tobin: B-but, we can't just... We'll get the scolding of our lives if we bring strangers to the village!"
70,"Gray: Good Sir Knight, if I may… Ahem! Our home is but a small village—to call it a line of hovels is too generous. We do not wish to offend you when you are clearly deserving of so much more. So please, we humbly implore your great mightiness to—"
71,Slayde: You. Boy. Have you an older sister?
72,"Gray: Er, me? I have two, actually. What about 'em?"
73,"Slayde: Ha ha ha! That’ll suffice! We’ll take all the food and drink you can muster—and your sisters can serve it! I wager we’ll get naught but pig feed and horse piss, but so be it. I shall force it down if I must."
74,Gray: Grrr…
75,Kliff: *sniff*
76,"Gray: Gods, Kliff, shut your hole! Don’t cry in front of ’em!"
77,Kliff: B-but Gray…
78,"Tobin: We should ALL be crying, Gray! We’re not really gonna take 'em to the village, are we?!"
79,"Gray: Hey, I don’t like it either! If I knew the royal knights were such royal turds, I never would've—"
80,"Slayde: Enough chittering, little squirrels, I am not a patient man! If you do not wish to entertain us the one way, you can entertain us the other. Perhaps we shall remove your tiny heads from your shoulders, one…by…one."
81,Gray: Aaaaah! 
82,"Slayde: You first, filly. Don’t worry, lass— I’ll make a nice, clean cut..."
83,Faye: No!
84,Alm: Back off!
85,Slayde: Ugh. How many whelps does this blasted village contain?!
86,Alm: Get away from my friends! You're not going to set one foot in our village!
87,Slayde: Is that so? Someone neglected to teach this mangy pup any manners… Hmm?
88,Celica: *gasp*
89,Slayde: [to Celica] You there! Girl! Show me your face.
90,Celica: No…
91,"Slayde: By the gods… It really IS her! Heh heh. How you came to walk among these animals is beyond me. Regardless, you shall make a fine prize to take back to General Desaix. [to his minions] Seize her!"
92,Celica: No… L-let me go!
93,Alm: Get your hands off her!
94,Slayde: Ooof!
95,"Gray: *gasp* Alm, you did NOT just punch a knight!"
96,Slayde: Urgh! You dare raise a hand to me?! You baseborn…barn-bred… So be it. You will stave off your death sentences no longer—especially you!
97,Alm: Ah!
98,"Slayde: Ha ha ha! The Mother can’t save you now, brat!"
99,Celica: Alm! Look out!
100,Alm: …Huh? *gasp* Grandpapa?
101,Slayde: What? Mycen?! What are you doing in a backwater wasteland like— …Ah. But I think I know.
102,Mycen: ……
103,"Slayde: Now, this…this is indeed good fortune. We never finished what we started in the flames that night, old man. I have much to repay you for. …I mustn't forget ALL my virtues, after all."
104,Mycen: …Children. Run to the cemetery up ahead. Go on now.
105,Alm: What? Why? What are you gonna do?
106,"Mycen: Now, Alm! All of you! RUN!"
107,"Alm: A-all right. Come on, guys!"
108,"Mycen: Listen well, children. We will drive these ruffians away, but you must follow my every command."
109,Alm: What? But we’re no match for them!
110,"Celica: ...You’re serious, Grandpapa?"
111,"Gray: He’s ALWAYS serious! It’s just that this time, he’s also crazy!"
112,Tobin: We can’t do this! Half a dozen children can’t win against mounted knights!
113,Faye: *cries* I…I want my mother...
114,Kliff: [sniffles] I wanna go home!
115,Mycen: ENOUGH!
116,Alm: ...!
117,Mycen: The only way you’re going home is by fighting as if your life depends on it! Alm! Celica!
118,"Alm: Uh, sir!"
119,"Mycen: I trust you two remember some of what I’ve taught you of the sword. Now, clear the mind, steady the hand, and show me what you’ve learned. Only you can get yourselves through this!"
120,"Mycen: Are you ready? I want you to follow my every command. First, get yourselves to a safer position!"
121,Mycen: Keep your distance from the enemy. Don’t try to pursue them!
122,"Mycen: Take shelter in the trees there. They can provide cover. Remember, always use the surrounding terrain to your advantage!"
123,Mycen: You’ve done all you can for now. Now brace for their attack!
124,Slayde: Damn! They nearly have me… But not today. I must return to the castle. General Desaix will be eager to learn that we have found…her. The princess who refuses to die. Heh heh heh…
125,"Alm: We did it! We actually did it! Look at 'em run, Grandpapa!"
126,"Gray: So, wait. HOW did we do that. exactly?"
127,Tobin: Ha ha! It’s all in the wrist.
128,Kliff: You wish. We only survived because we did exactly as Sir Mycen commanded.
129,Tobin: Oh yeah? Does that mean Sir Mycen commanded you to sob like a baby?
130,Faye: [pants for air] How can you guys joke about this?
131,"Alm: Grandpapa, Celica, that was great!"
132,Mycen: Mmm…
133,Celica: ……
134,"Alm: What? You’re not happy? We saved the village from those despicable knaves! We’re heroes! I mean, if nothing else, we’re not dead. You could at least crack a smile."
135,"Celica: Alm, you don’t understand."
136,"Mycen: Now that they know Celica is here, they will stop at nothing. It’s no longer safe for her to stay in the village."
137,"Alm: …What? But…why? It doesn’t have to be like that. Tell him, Celica!"
138,"Celica: I'm so sorry, Alm. I know that you would have kept your promise."
139,"Alm: Don’t apologize, Celica. Just… Just tell me that this is a mistake! That you don’t have to go!"
