,0
0,"Note: the script is from the Lyn Normal mode.
"
1,Advertisement
2,??: Are you awake?
3,Girl: I found you unconscious on the plains.
4,"Lyn: I am Lyn, of the Lorca tribe. You're safe now. Who are you? Can you remember your name?"
5,Lyn: Your name is Tactician? What an odd-sounding name... But pay me no mind. It is a good name. I see by your attire that you are a traveler. What brings you to the Sacae plains? Would you share your story with me?
6,"Lyn: Hm? What was that noise? (Lyn turns towards Mark) I'll go see what's happening. Tactician, wait here for me."
7,"Lyn: Oh no! Bandits! They must have come down from the Bern Mountains! They must be planning on raiding the local villages. I... I have to stop them! If that's all of them, I think I can handle them on my own. (Lyn turns towards Mark) You'll be safe in here, Tactician."
8,"Lyn: What? You want to help? Well, can you use a weapon? Ah, I see... So you're a strategist by trade? An odd profession, but... Very well. We'll go together!"
9,"Lyn: Over here! (Lyn turns towards Mark) If you want to help, Tactician, I could use your advice. I'll protect you, so stay close to me."
10,"In-game message: Unit information: Lyn is the blue unit. The enemy units are red. Tactician, you are green. Essentially, battle consists of blue (allied) units and red (enemy) units taking turns moving on the field. You're only here as a strategist, Tactician. You will only appear during special events. Your job as strategist is to place the cursor on blue units to issue their orders. First, select a unit. Place the cursor on Lyn and press the A Button."
11,Lyn: I need to be closer from the enemy!
12,"In-game message: You have selected Lyn. When a unit is selected, the map changes color like so. Lyn can move anywhere in the blue area."
13,"In-game message: Move her to the space with the flashing cursor. Place your cursor there, and then press the A Button to finish."
14,Lyn: Let's advance on that bandit!
15,"Lyn: Yes, this should be close enough."
16,Lyn: Uh-oh! That bandit's spotted me! He's coming this way!
17,Lyn: Let's close in and attack!
18,In-game message: Select Lyn.
19,In-game message: Move to one of the areas adjacent to the bandit.
20,Lyn: I have to be right next to him to attack!
21,"Lyn: Listen, just get me up to that bandit!"
22,In-game message: Press the A Button after placing the cursor next to the enemy.
23,"Lyn: Now, strike!"
24,In-game message: Select attack!
25,Lyn: Victory! But I've been injured. I have need of a vulnerary.
26,In-game message: Select Lyn.
27,Lyn: There's another bandit over by the ger to the west. You don't know what a ger is? It's a type of round hut. Many nomads live in huts like these. Hmm... I would do well to use this time to administer a little first aid.
28,In-game message: Move to the space marked by the flashing cursor.
29,Lyn: I'm carrying a couple of vulneraries in my satchel. They should heal me up. Would you get one for me?
30,"In-game message: Open the Item menu and select a vulnerary. Next, choose Use."
31,"Lyn: Thank you, Tactician! Now, let's go get that brigand over by the ger!"
32,Batta: Who do you think you are? You think you can stand up to Batta the Beast?
33,"Lyn: Whew! He's tough... It all comes down to this next blow. Tactician, if I fall, I want you to flee. You must escape!"
34,Batta: What? How... How did you--
35,Lyn: Whew... That was close. I sorely underestimated him. Sorry if I worried you. I'll need to get stronger if I'm going to survive... Strong enough that no one can defeat me.
36,"In-game message: Lyn gains experience in each encounter. When she has enough experience, she will level up. As she increases in level, her abilities improve. Over time, she will grow much stronger. It's time to bring this chapter to a close. Select Lyn and move her to the gate where Batta the Beast was standing. Select Seize to complete Lyn's victory and your victory!"
37,"Lyn: Good work, Tactician! Let's go home."
38,"Lyn: Good morning, Tactician! Are you awake yet?"
39,"Lyn: That fight yesterday must have taken a lot out of you. Say, Tactician... I want to talk to you about something. You have some experience in the ways of war, I can see. Would you allow me to travel with you?"
40,Lyn: What? You...want me to get permission from my parents?
41,"Lyn: My mother and my father...died six months ago. My people—the Lorca—they don't... I'm the last of my tribe. Bandits attacked, and... they killed so many people. The tribe was scattered. My father was our chieftain, and I wanted to protect our people. But I'm so young, and our people were old-fashioned. They wouldn't follow a woman. No one would follow me."
42,"Lyn: Sniff... I'm sorry. I've been alone for so long... No, no more. I will shed no more tears. ... ... ... ..."
43,"Lyn: Thank you. I'm better now. Tactician, I want—I must become stronger so I may avenge my father's death! Yesterday's battle taught me something. I won't become stronger by sitting here alone. Tactician, tell me you'll train me, that you'll let me travel with you!"
44,"Lyn: You will? That's wonderful! Thank you! Oh, thank you! We'll be better off working together, I know it. You'll be my master strategist, and I'll be your peerless warrior! We can do it! Right?"
45,"In-game message: Travel with Lyn, Tactician. Give her your aid, and master the art of combat. Complete the tasks set out in each chapter, and help Lyn in her quest. Turn the instruction window on or off by pressing SELECT."
46,"Note: the script is from the Lyn Normal mode.
"
47,Advertisement
48,"The apprentice tactician Tactician and the young swordfighter Lyn. A strange pair on an even stranger journey. To prepare for the long road ahead, they go to Bulgar, the commercial center of Sacae. Unbeknownst to Lyn, she will discover something that will alter her life forever.
"
49,"Lyn: Tactician! Over here! This is Bulgar, the biggest city in all of Sacae. We should purchase supplies for our journey."
50,"??: Oh, my heart! What a dazzling vision of loveliness!"
51,Lyn: Hm?
52,"Man: Wait, O beauteous one! Would you not favor me? Or better yet, your company?"
53,"Lyn: Where are you from, sir knight, that you speak so freely to a stranger?"
54,"Man: Ha! I thought you'd never ask! I am from Lycia. I hail from the Caelin canton, home to men of passion and fire!"
55,"Lyn: Shouldn't that be ""home to callow oafs with loose tongues""?"
56,Man: Ooooh... You're even lovely when you're cruel.
57,"Lyn: Let's go, Tactician. I've nothing more to say."
58,Man: Wait! Please...
59,Man 2: Sain! Hold your tongue!
60,"Sain: Ah, Kent! My boon companion! Why so severe an expression?"
61,"Kent: If your manner were more serious, I wouldn't have to be so severe! We still have a mission to complete, Sain!"
62,Sain: I know that. But how could I remain silent in the presence of such beauty? It would have been discourteous!
63,Kent: What do you know of courtesy!?
64,Lyn: Excuse me! You're blocking the road. If you would be so kind as to move your horses...
65,Kent: Of course. My apologies...
66,"Lyn: Thank you. You, at least, seem honorable enough."
67,"Kent: Hm? Pardon me, but... I feel we've met before."
68,Lyn: I beg your pardon?
69,"Sain: Hey! No fair, Kent! I saw her first!"
70,"Lyn: Tsk! It seems there are no decent men among Lycia's knights! Let's go Tactician, I've run out of patience!"
71,"Kent: Wait, please! It's not like that. ... ...Sain, you lout!"
72,Sain: Huh? Not like that? I thought you were...
73,"Kent: I am NOT you! Come, we must follow her. I suspect she might be--"
74,Sain: Be what? She's our mission? You're joking! Wait!
75,Lyn: Run!!! We're being pursued! Could it be those knights from town? No... It's not them. These men are out for blood!
76,Lyn: ... ...
77,"Zugu: Heh heh hehhh... Aren't you the pretty one! Your name is Lyndis, is it not?"
78,Lyn: What did you call me? ...Who are you?
79,"Zugu: Such a waste. An absolute waste. The things I'll do for gold... Ah, well. Time to die, darlin'! C'mon out, boys!"
80,Lyn: Oh no! There are more than I can handle... But I'll not give up!
81,??: Hey! There she is!
82,Zugu: Huh?
83,Lyn: What?
84,"Sain: Whew... Finally caught up... Hold! You there! What is your business? Such numbers against a girl? Cowards, every one of you!"
85,Lyn: You! You're from--
86,"Kent: We can discuss that later. It appears these ruffians mean to do you harm. If it's a fight they want, let them look to me!"
87,Sain: Stand back! I'll take care of this!
88,Lyn: No! This is my fight! Stay out of my way!
89,"Sain: Well, I can't just stand here and do nothing..."
90,"Kent: I have a solution. You there, command us. I am Kent, a knight of Lycia. My companion is Sain. We will follow your orders in this battle. Is this acceptable, milady?"
91,"Lyn: Yes, it is. Tactician and I will lead! Let's go!"
92,Sain: You! You are called Tactician? I want to impress my beauteous one! Let me attack first!
93,"Sain: O fair and beauteous one! And... Tactician, is it? Allow me to show you the might of a knight of Lycia! Let me be the first to strike a blow in your honor!"
94,"In-game message: Blue units are allies. Direct them on the field as you did with Lyn before. Be warned: if Lyn is defeated, your journey is over, as is your game. If other blue units are beaten, the game will continue, but fallen companions will be unable to return to battle for the rest of the tutorial. Use caution and good judgement. After all blue units have been moved, it automatically becomes the enemy's turn. To begin with, select Sain. Place the cursor on Sain, and press the A Button."
95,Sain: Direct my arm!
96,Sain: Sain is your faithful servant! Command me!
97,Sain: Attack! Move me to a space next to my foe!
98,Sain: Move me up next to the enemy!
99,Sain: Whoa! I missed!?
100,Kent: Sain! Why aren't you using your sword?
101,"Sain: The lance is more heroic. A knight should look heroic, don't you think?"
102,"Kent: You're hopeless. If you don't take fighting more seriously, you're going to find yourself on the end of a blade!"
103,"Sain: Truth be told, I...forgot to buy a sword."
104,Kent: Forgot? Or were you simply too busy dallying with the ladies?
105,Sain: Don't be so mad! I'll be fine with a lance. I'm that good!
106,"Kent: I'd prefer to rely on your skill, not your empty bragging! Take my spare blade and use it to attack next time!"
107,Sain: Are you sure? My thanks Kent!
108,Kent: You're almost more trouble than you're worth. Almost.
109,Kent: Tactician! Allow me to make up for my companion's blunder. I am at your command!
110,"In-game message: Weapons possess a unique hierarchy. Swords best axes. Axes best lances. Lances best swords. This is called the weapon triangle. Remembering this is of the utmost importance. First, let's illustrate that swords are strong against axes. Select Kent."
111,Kent: Command me to attack!
112,Kent: The enemy wields an axe. Use a sword for my attack!
113,Kent: He's almost defeated. Now let's deliver the final blow!
114,Lyn: I must be next to the enemy!
115,Lyn: I want to fight! I must be closer to my foe!
116,Sain: Tactician! Give me another chance!
117,Sain: Tactician! Let me attack again!
118,"Sain: I failed you once before, but give me another chance... I'll not fail you again!"
119,Sain: I'll show you my worth this time. Let me take up arms once more!
120,Sain: Move next to the enemy and attack!
121,Sain: Axe-wielding foes should be met with swords. Brandish your blade!
122,Sain: Gah!
123,Kent: Sain! Are you all right?
124,"Sain: Yes. Yes, I am. I was able to dodge in time. I can't believe he evaded my sword stroke so easily. This is no jest."
125,"Kent: Look closely. The enemy is hidden in the woods. The branches make it difficult to attack, don't they?"
126,Sain: You're right. I was so focused on attacking... I didn't see.
127,Kent: Your lack of attention may someday cost you your life!
128,"Sain: Fine! I understand already! Let it go, Kent!"
129,"Kent: If you truly understand, then act like it!"
130,Sain: Kent worries too much. ...He's going to grow old before his time.
131,"In-game message: Each type of terrain has unique characteristics. For example, look at woods and plains. Battle an enemy from the woods, and the enemy will probably miss you. However, your attacks will be unimpeded, giving you a distinct advantage. The same is true for foes. If an enemy is in the woods, he is more difficult to hit. Factoring in your terrain benefits and the weapon triangle is vital in combat. The window at the bottom of the screen gives information on the terrain the cursor is placed on. Check to see what terrain type is advantageous by using the cursor. Now, let's put this to the test. Select Kent."
132,Kent: I'm ready for battle. Command me as you will!
133,Kent: Move me next to the enemy.
134,Kent: Let's use my sword to attack!
135,Lyn: It seems like a wise decision to leave that bandit to the knights.
136,"Lyn: For my part, if I'm going to take care of the other foe, I'll need to close the distance between us. The knight said that woods are advantageous, right? In that case..."
137,"Lyn: That looks good. Let's move there, Tactician!"
138,"Lyn: You... Your name is Sain, right?"
139,Sain: Yes! Sain the gallant of Caelin. That's me!
140,Lyn: If you insist... Why have you not healed yourself?
141,Sain: Huh? Hey! I've been injured? What a cad I am! To wrinkle that perfect brow of yours with worry for me...
142,"Lyn: Uh... I was thinking of giving you a vulnerary, but... It looks like you're fine. So, never you mind."
143,"Sain: No, wait! I'll take it! Please! I'll take it!!"
144,"In-game message: To give away an item, use the trade command. Trade can only be used by units that are adjacent to one another. Let's use the trade command right now. Select Sain and move him next to Lyn."
145,Sain: I must use the vulnerary and put my lady's mind at ease! Tactician! Bring me to her!
146,"Sain: I mustn't worry my lady any longer. Come, Tactician! Direct me to her!"
147,Sain: I can't keep such a generous offer waiting! The healing power of love awaits with yon angel! Tactician! Tarry no longer!
148,"Sain: I can't keep such a generous offer waiting! The healing power of love awaits with yon angel! Hurry, Tactician! Hurry!"
149,Sain: Move me next to her! I implore you!
150,Sain: Move me next to her! Heed my wishes!
151,"In-game message: Now select the trade command. Sain's and Lyn's possessions will be displayed together Use the cursor to select a vulnerary from Lyn's items, and give it to Sain. After you finished your trade, press the B Button to end the process. The B Button is the cancel button. It can be used to rescind mistaken commands and other things."
152,In-game message: Place the cursor on Lyn's items. Press right on the + Control Pad.
153,"In-game message: Press up or down on the + Control Pad, and select a vulnerary. Then, press the A Button."
154,In-game message: Press the A Button to accept the vulnerary from Lyn.
155,In-game message: Press the B Button to stop trading.
156,In-game message: Sain can now use Lyn's vulnerary. Select the vulnerary from the items and use it.
157,"In-game message: Furthermore, mounted units have the unique ability to move again. Essentially, this allows cavalry to move the number of spaces left in their movement range if they haven't done so already. However, the attack command, among others, nullifies the move again ability, so be careful. Select Sain and order him to move again."
158,"Sain: Ah, much better! Thanks, Tactician! And you have my gratitude as well, my angel!"
159,Lyn: ...
160,"Sain: Ah, much better! You have my gratitude, young ladies."
161,"In-game message: Mission goals change from chapter to chapter. This chapter's goal is to defeat all enemies. Check the chapter goals in the window to the upper right of the screen. To open the map menu, place the cursor on an unoccupied space and press the A Button. You can confirm the chapter goals here by choosing Status from the menu. The map menu also has the Suspend command. This is useful if you have to stop a chapter midway. Time to continue this chapter! Best of luck!"
162,"Zugu: Accursed knights, always tampering in others' affairs."
163,Zugu: Blast... There was only...supposed to be a lone...girl...
164,"Lyn: That's the last of them! Fantastic work, Tactician!"
165,Lyn: And now for these knights of Lycia. You were going to share your story with me?
166,"Kent: Yes. We have ventured from Caelin, in Lycia, in search of someone."
167,"Lyn: Lycia... That's the country beyond the mountains in the southwest, isn't it?"
168,"Kent: Correct. We've come as messengers to the lady Madelyn, who eloped with a nomad some 19 years ago."
169,Lyn: Madelyn?
170,"Kent: Our lord the marquess of Caelin's only daughter. He was heartbroken his own daughter would abandon him so. Eventually, the marquess simply declared that he had no daughter."
171,"Sain: And then this year, we received a letter from Lady Madelyn. It said that she, her husband, and their daughter were living happily on the Sacae plains. The marquess was ecstatic to learn he had a granddaughter of 18 years. I remember the smile on his face when he announced that he'd suddenly become a grandfather. The grandaughter's name is Lyndis. This was also the name of the marquess's wife, who passed away at an early age."
172,Lyn: Lyndis?
173,"Sain: That she should bear this name thawed the marquess's heart. Now, his only wish is to meet his daughter's family at least once. This is why we're here. We didn't know that Lady Madelyn died a few days after sending her letter... We only learned this shortly after we arrived here in Bulgar."
174,Kent: But we also learned all was not lost. Her daughter yet lives. We heard that she was living alone on the plains... I... I knew it immediately. You are the lady Lyndis.
175,Lyn: Why would you think that...
176,Kent: Your resemblance to your departed mother is remarkable.
177,Lyn: What? Did you know my mother?
178,"Kent: I'm sorry to say I never met her directly, but I saw her portraits in Castle Caelin."
179,"Lyn: To the rest of my tribe, I was always Lyn. But when I was with my parents... When it was just the three of us, I was Lyndis. It's all so strange. I was all alone in the world and now I have a grandfather. Lyndis... I never thought I would hear that name again."
180,Kent: ...
181,"Lyn: Wait! That bandit! He called me Lyndis, too!"
182,Kent: What? How could he have--
183,"Sain: ...He was a henchman of Lord Lundgren, wasn't he?"
184,Lyn: Lundgren? Who's that?
185,Kent: He's the marquess's younger brother. Everyone assumed the lady Madelyn was gone forever. This made Lord Lundgren heir to the marquess's title.
186,"Sain: To be blunt, milady, your existence is an obstacle to your granduncle's ambitions."
187,Lyn: That's-- But I have no interest in inheriting any title!
188,"Sain: Unfortunately, your granduncle is not the sort of man to believe that. I believe the attempts on your life will persist."
189,Lyn: What should I do?
190,Kent: Accompany us to Caelin. Continuing on this way is dangerous.
191,Lyn: I feel I have little choice. I will go with you.
192,"Lyn: Tactician... I'm sorry. This changes everything. What will you do, Tactician? You...want me to decide? Of course, your companionship would do much to ease my journey, but... It's going to be so dangerous."
193,Lyn: You'll come? Are you sure? Thank you! Let me ask once again for your friendship and your aid.
194,"Note: the script is from the Lyn Normal mode
"
195,Advertisement
196,"A small altar lies on the outskirts of Bulgar. This ancient temple, sacred to the people of Sacae, has long been known for its powerful bond to the world of spirits. Before starting their journey, our travelers come here to pray for their well-being. At this altar, Lyn's hand is directed to a grand inheritance.
"
197,"Lyn: Tactician, hold a moment, and allow me a short detour. There is a sacred sword enshrined in an altar east of here. The people of Sacae go there to pray for safety at the onset of a long journey."
198,Sain: Oh! How quaint!
199,"Kent: The teachings of Elimine have the most followers in Elibe. It is nice to see that, here at least, the ancient customs are still observed."
200,"Glass: Old man! Stay where you are, and hold your tongue!"
201,"Priest: Threaten me as you will, but I'll not give up the Mani Katti. The Mani Katti is a sacred blade, under divine protection. It cannot be removed from its place of rest!"
202,"Glass: You're a fool, old man. What good's a sword if you don't use it?"
203,Priest: Use it? In combat? Sacrilege!
204,"Glass: Sacrilege? I am Glass! The gods fear my name! My swordplay is peerless! And if I want this sword, then this sword I shall have! Now get out of my way!"
205,Priest: Oof!
206,Glass: This is it! It's more magnificient than I'd imagined! This sword was made for a swordsman of my skill. Hmm? What's this? I can't...draw the sword...from its scabbard?
207,Priest: The spirits of the blade have judged you. You have been found wanting. They have rejected you.
208,"Glass: What? Listen, you senile old fool, if you value your own life, you'll get out of my sight!!!"
209,Glass: Curses! Miserable spirits! I care nothing for you! I'll tear this altar down stone by stone!
210,"Woman: I beg your pardon, milady. Are you headed east? To the altar?"
211,"Lyn: Yes, we are indeed."
212,Woman: Then you must hurry and help the priest there. I saw a band of local ruffians head in there not long ago. They seemed intent on stealing the altar's sacred sword!
213,Lyn: The Mani Katti... They're going to steal it? I cannot allow this to happen!
214,"Woman: You look like a virtous group. Please, help him!"
215,"Sain: Lyndis, what are you planning?"
216,"Kent: If you hope to go to the priest's aid, you'll need to prepare."
217,"Lyn: You're right... Say, Tactician. There are some homes to the south of us. Perhaps we should go there and question the residents."
218,In-game message: The three buildings to the south are homes. You can speak with the people who live there. They sometimes give you combat hints or useful information about the land and its people. It pays to listen!
219,"Lyn: Shall I take the lead? All right. Tell me what you would like me to do, Tactician."
220,"Lyn: I'm going to visit that home, right? Just point me in the right direction!"
221,"Lyn: You want me to visit that home, right? I understand."
222,"Lyn: First, I'm going to visit that home, right? Well, let's go!"
223,"Woman: Say, aren't you the... Oh! You're going to help the priest! Well, perhaps you could benefit from something I saw earlier... The bandits may have the main entrance guarded. However, one of the altar's walls is cracked and in poor repair. You might be able to create another entrance by hitting that section with your weapons. We're all counting on you!"
224,"In-game message: Next, send Sain to visit another home. Start by selecting Sain."
225,"Sain: It's my turn to speak with the locals, is it? That's right!"
226,"Sain: Please, I would like to help out however I can. Tactician, direct me to the next residence!"
227,"Sain: I'm next, am I? Well, I'm ready to go!"
228,Sain: It's my turn next? I'm ready to go?
229,"Sain: It's my turn to speak with the locals, is it? That's right!"
230,"Sain: Please, I would like to help out however I can. Tactician, direct me to the next residence!"
231,"Man: Mountains make it more difficult to be hit, but they're difficult to traverse. If you're riding on horseback, you can't cross them at all. Be careful."
232,"In-game message: Remember, your mounted units possess the ability to move again. After moving, cavalry can move the rest of their movement range, unless they've received attack or staff commands. This also goes for units mounted on pegasi and wyverns. Now, give Sain his orders."
233,"In-game message: Finally, let's send Kent to visit the remaining home. This visit isn't necessary for combat purposes. However, its residents may have useful knowledge. I recommand stopping by. Select Kent."
234,"Kent: I'm next to move, am I not? I await your command."
235,"Kent: Am I not supposed to visit that home? Please, give me your guidance."
236,"Girl: Do you know much about the sword held at the altar? It's called the Mani Katti, blessed by the spirits. According to the priest, the Mani Katti is waiting for its rightful owner to appear. It's so odd, don't you think? The idea that a sword can choose who will wield it?"
237,"In-game message: You should know something about fortresses. Fortresses offer more protection than woods do. Fighting from a space in a fortress is beneficial. Remember, this holds true for friend and foe alike. Keep this in mind before engaging your enemy. Fortresses also allow injured units to regain hit points. Your units automatically regain some HP at the beginning of your turn. The HP you recover in one turn is fairly small. As long as you remain in a fortress, you'll regain HP every turn, so a full recovery is possible. There are other places where units can recover HP, including castle gates, thrones, and areas where bosses are found."
238,"In-game message: This chapter's goal is to seize the throne. The leader of the enemy is on the throne now. Defeat him and have Lyn seize the throne to finish this battle. His name is Glass. He's a sword-bearing mercenary. Think of the weapons triangle... What weapon is able to best a sword? Correct! The lance! Using the right weapon is like a shortcut to victory. To get to the altar, try using the method that you heard earlier. It's up to you, Tactician. Good luck."
239,Glass: Who do you think you are? What chance do you think you have against me?
240,Glass: You... You... Urr...urgh...
